;Order;PID;MS_SubClass;Lot_Frontage;Lot_Area;Overall_Qual;Overall_Cond;Year_Built;Mas_Vnr_Area;BsmtFin SF 1;BsmtFin SF 2;Bsmt_Unf_SF;Total_Bsmt_SF;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Gr_Liv_Area;Bsmt Full Bath;Bsmt Half Bath;Full_Bath;Half_Bath;Bedroom_AbvGr;Kitchen AbvGr;Garage_Yr_Blt;Garage_Cars;Garage_Area;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Misc Val;Mo Sold;Yr Sold;Sale_Price;DEDED
1049;1049;527454120;120;24;2529;7;6;1977;0;378;0;677;1055;1055;0;0;1055;0;0;2;0;2;1;1977;2;440;0;38;0;0;0;0;0;9;2008;148500;148500
1050;1050;527455270;20;NA;9477;5;5;1966;65;340;0;524;864;892;0;0;892;0;0;1;0;3;1;1966;1;264;0;0;0;0;0;0;0;10;2008;NA;110000
1051;1051;528102030;20;96;12444;8;5;2008;426;1336;0;596;1932;1932;0;0;1932;1;0;2;0;2;1;2008;3;774;0;66;0;304;0;0;0;11;2008;394617;394617
1052;1052;528102110;60;96;12474;10;5;2007;272;1280;0;402;1682;1742;590;0;2332;1;0;2;1;3;1;2008;3;846;196;134;0;0;0;0;0;8;2008;426000;426000
1053;1053;528104050;20;114;14803;10;5;2007;816;1636;0;442;2078;2084;0;0;2084;1;0;2;0;2;1;2007;3;1220;188;45;0;0;0;0;0;6;2008;385000;385000
1054;1054;528104080;60;67;14948;9;5;2008;268;1330;0;122;1452;1476;1237;0;2713;1;0;2;1;3;1;2008;3;858;126;66;0;0;0;0;0;11;2008;446261;446261
1055;1055;528108150;20;98;12704;8;5;2007;302;1012;0;570;1582;1582;0;0;1582;1;0;2;0;3;1;2007;3;905;209;95;0;0;0;0;0;1;2008;317500;317500
1056;1056;528110080;20;107;13891;8;5;2007;436;1400;0;310;1710;1710;0;0;1710;1;0;2;0;2;1;2007;3;866;0;102;0;0;0;0;0;1;2008;372402;372402
1057;1057;528110110;20;105;13693;8;5;2007;554;1728;495;195;2418;2464;0;0;2464;1;0;2;1;4;1;2007;3;650;358;78;0;0;0;0;0;8;2008;417500;417500
1058;1058;528114040;20;104;14418;9;5;2007;480;1375;0;575;1950;1950;0;0;1950;1;0;2;0;2;1;2007;3;706;156;207;0;0;0;0;0;5;2008;383000;383000
1059;1059;528118030;60;108;13418;9;5;2006;270;1420;0;430;1850;1850;898;0;2748;1;0;2;1;4;1;2006;3;850;212;182;0;0;0;0;0;10;2008;390000;390000
1060;1060;528118090;60;96;12539;10;5;2005;468;1082;0;538;1620;1632;1158;0;2790;1;0;2;1;4;1;2005;4;1150;30;200;0;0;192;0;0;6;2008;460000;460000
1061;1061;528120130;60;102;12151;9;5;2005;368;1249;0;165;1414;1414;917;0;2331;1;0;2;1;3;1;2005;3;1003;192;63;0;0;0;0;0;8;2008;379000;379000
1062;1062;528142020;60;74;8899;8;5;2007;108;40;0;908;948;948;1140;0;2088;0;0;2;1;4;1;2007;3;656;100;24;0;0;0;0;0;6;2008;250000;250000
1063;1063;528142140;60;85;10574;8;5;2004;126;856;0;292;1148;1170;1162;0;2332;1;0;2;1;4;1;2004;3;756;224;142;0;0;0;0;0;7;2008;316000;316000
1064;1064;528164060;20;106;12720;10;5;2003;680;2257;0;278;2535;2470;0;0;2470;2;0;1;1;1;1;2003;3;789;154;65;0;0;216;144;0;2;2008;615000;615000
1065;1065;528166120;60;110;13688;9;5;2003;664;1016;0;556;1572;1572;1096;0;2668;1;0;2;1;3;1;2003;3;726;400;0;0;0;0;0;0;3;2008;412500;412500
1066;1066;528170070;60;85;10625;7;5;2003;292;866;0;132;998;1006;1040;0;2046;1;0;2;1;3;1;2003;3;871;320;62;0;0;0;0;0;8;2008;284000;284000
1067;1067;528172080;20;92;10845;8;5;2003;504;1149;0;454;1603;1575;0;0;1575;1;0;2;0;2;1;2003;3;732;216;28;0;0;0;0;0;6;2008;284000;284000
1068;1068;528178070;60;130;16900;8;5;2001;1110;1075;0;404;1479;1515;1134;0;2649;1;0;2;1;4;1;2001;3;746;0;60;0;0;0;0;0;1;2008;421250;421250
1069;1069;528178090;60;112;16451;8;5;2003;221;0;0;1765;1765;1804;886;0;2690;0;0;2;1;4;1;2003;3;795;268;58;0;0;0;0;0;7;2008;370000;370000
1070;1070;528180110;120;58;10110;9;5;2008;492;372;0;1486;1858;1866;0;0;1866;1;0;2;0;2;1;2008;3;870;0;48;0;0;0;0;0;11;2008;336860;336860
1071;1071;528180140;120;65;8769;9;5;2008;766;1540;0;162;1702;1702;0;0;1702;1;0;1;1;1;1;2008;3;1052;0;72;0;0;224;0;0;10;2008;367294;367294
1072;1072;528181010;120;135;12304;7;5;2005;144;20;0;1347;1367;1367;0;0;1367;0;0;2;0;2;1;2005;2;484;0;33;0;0;0;0;0;6;2008;192000;192000
1073;1073;528186030;120;62;12677;8;5;2003;472;1218;0;300;1518;1518;0;0;1518;0;0;1;1;1;1;2003;2;588;185;140;0;0;0;0;0;4;2008;274000;274000
1074;1074;528186080;120;63;8849;9;5;2005;616;28;0;1656;1684;1684;0;0;1684;0;0;2;0;2;1;2005;2;564;495;72;0;0;0;0;0;7;2008;266000;266000
1075;1075;528186130;120;89;8232;9;5;2007;714;1204;0;596;1800;1800;0;0;1800;1;0;2;0;2;1;2008;3;944;210;0;0;0;0;0;0;6;2008;370967;370967
1076;1076;528186160;120;48;6240;8;5;2006;176;846;0;496;1342;1342;0;0;1342;1;0;2;0;2;1;2007;2;550;0;35;0;0;0;0;0;6;2008;234250;234250
1077;1077;528186170;120;48;6240;8;5;2006;196;24;0;1318;1342;1342;0;0;1342;0;0;2;0;2;1;2007;2;550;0;35;0;0;0;0;0;2;2008;219500;219500
1078;1078;528188090;160;36;2448;7;5;2003;106;0;0;764;764;764;862;0;1626;0;0;2;1;2;1;2003;2;474;0;27;0;0;0;0;0;10;2008;155000;155000
1079;1079;528188150;160;36;2448;7;5;2003;106;573;0;191;764;764;862;0;1626;1;0;2;1;2;1;2003;2;474;0;27;0;0;0;0;0;10;2008;154000;154000
1080;1080;528190010;120;59;8198;7;5;2004;146;720;0;638;1358;1358;0;0;1358;1;0;2;0;2;1;2004;2;484;192;30;0;0;0;0;0;7;2008;207000;207000
1081;1081;528228345;120;NA;3940;7;5;2003;143;1073;0;342;1415;1455;0;0;1455;1;0;2;0;2;1;2003;3;644;156;20;0;0;144;0;0;8;2008;NA;195000
1082;1082;528228405;120;NA;3940;7;5;2004;24;1087;0;306;1393;1576;0;0;1576;1;0;2;0;2;1;2004;3;668;143;20;0;0;0;0;0;5;2008;NA;219990
1083;1083;528228445;120;43;3182;7;5;2005;14;16;0;1330;1346;1504;0;0;1504;0;0;2;0;2;1;2005;2;437;156;20;0;0;0;0;0;5;2008;191000;191000
1084;1084;528228465;20;43;3182;7;5;2007;16;0;0;1266;1266;1266;0;0;1266;0;0;2;0;2;1;2007;2;388;100;16;0;0;0;0;0;3;2008;159895;159895
1085;1085;528228540;20;53;3710;7;5;2007;20;0;0;1146;1146;1246;0;0;1246;0;0;2;0;2;1;2007;2;428;100;24;0;0;0;0;0;3;2008;187687;187687
1086;1086;528235020;60;80;9024;6;5;2004;0;0;0;789;789;813;702;0;1515;0;0;2;1;3;1;2004;2;393;0;75;0;0;0;0;0;7;2008;179000;179000
1087;1087;528235120;60;62;7415;6;5;2004;0;759;0;80;839;864;729;0;1593;1;0;2;1;3;1;2004;2;398;100;75;0;0;0;0;0;4;2008;193000;193000
1088;1088;528235180;80;59;9587;7;5;2005;182;655;0;201;856;1166;0;0;1166;1;0;2;0;2;1;2005;2;400;212;0;0;0;0;0;0;7;2008;190000;190000
1089;1089;528240040;60;51;8029;6;5;2005;0;0;0;728;728;728;728;0;1456;0;0;2;1;3;1;2005;2;400;100;24;0;0;0;0;0;7;2008;176000;176000
1090;1090;528240050;60;NA;8010;7;5;2002;0;0;0;840;840;840;880;0;1720;0;0;2;1;3;1;2002;2;400;138;48;0;0;0;0;0;7;2008;NA;188000
1091;1091;528250030;60;NA;8396;7;5;2003;196;0;0;847;847;847;1139;0;1986;0;0;2;1;4;1;2003;2;434;120;48;0;0;0;0;0;5;2008;NA;213000
1092;1092;528253020;120;55;7301;7;6;2007;176;876;0;474;1350;1358;0;0;1358;1;0;2;0;2;1;2008;2;484;192;26;0;0;0;0;0;11;2008;217300;217300
1093;1093;528280130;60;93;10261;6;5;2000;318;0;0;936;936;962;830;0;1792;1;0;2;1;3;1;2000;2;451;0;0;0;0;0;0;0;5;2008;186500;186500
1094;1094;528280180;60;71;8220;7;5;2000;647;544;0;438;982;1008;884;0;1892;0;0;2;1;3;1;2000;2;431;108;0;0;0;0;0;0;7;2008;226750;226750
1095;1095;528290010;60;60;15384;7;5;2004;0;724;0;64;788;788;702;0;1490;1;0;2;1;3;1;2004;2;388;100;75;0;0;0;0;0;2;2008;184000;184000
1096;1096;528290090;60;NA;7750;7;5;2002;NA;0;0;707;707;707;707;0;1414;0;0;2;1;3;1;2002;2;403;100;35;0;0;0;0;0;4;2008;NA;176000
1097;1097;528292060;60;41;12460;7;5;1999;0;870;0;167;1037;1037;1285;0;2322;0;0;2;1;4;1;1999;2;400;144;44;0;0;0;0;0;5;2008;225000;225000
1098;1098;528294060;60;77;8390;7;5;1999;0;0;0;831;831;873;778;0;1651;0;0;2;1;3;1;1999;2;450;0;103;0;0;0;0;0;5;2008;185900;185900
1099;1099;528315060;75;84;9660;8;5;1997;1290;0;0;1173;1173;1182;1017;0;2199;0;0;2;1;3;1;1997;2;516;0;131;0;0;0;0;0;9;2008;284500;284500
1100;1100;528315110;60;80;9200;8;5;1998;473;986;0;484;1470;1470;1160;0;2630;1;0;2;1;4;1;1998;3;696;0;66;0;0;0;0;0;6;2008;315000;315000
1101;1101;528326030;60;84;14260;8;5;2000;350;655;0;490;1145;1145;1053;0;2198;1;0;2;1;4;1;2000;3;836;192;84;0;0;0;0;0;12;2008;250000;250000
1102;1102;528326110;60;NA;11000;9;5;2000;295;0;0;1519;1519;1533;639;0;2172;0;0;2;1;4;1;2000;3;687;162;153;0;0;0;0;0;6;2008;NA;291000
1103;1103;528346050;20;136;11675;8;5;1998;495;1660;0;322;1982;2006;0;0;2006;1;0;2;0;2;1;1998;3;938;144;33;0;0;0;0;0;7;2008;350000;350000
1104;1104;528354100;60;97;10990;7;5;1996;0;851;0;213;1064;1064;1061;0;2125;1;0;2;1;4;1;1996;2;576;168;0;0;0;0;0;0;6;2008;279500;279500
1105;1105;528363020;60;NA;11929;8;7;1995;466;0;0;1242;1242;1251;1250;0;2501;0;0;2;1;4;1;1995;3;751;192;87;0;0;0;0;0;6;2008;NA;290000
1106;1106;528363110;20;91;10437;8;6;1995;660;1696;0;413;2109;2113;0;0;2113;1;0;2;1;2;1;1995;3;839;236;46;0;0;0;0;0;8;2008;350000;350000
1107;1107;528365060;60;96;10542;7;5;1993;651;1173;0;138;1311;1325;1093;0;2418;1;0;2;1;3;1;1993;3;983;250;154;216;0;0;0;0;8;2008;341000;341000
1108;1108;528365080;60;91;10010;7;5;1993;320;228;852;0;1080;1108;1089;0;2197;1;0;2;1;4;1;1993;3;783;385;99;0;0;0;0;0;7;2008;287500;287500
1109;1109;528387050;60;81;10944;7;5;1994;448;1000;0;223;1223;1223;904;0;2127;1;0;2;1;3;1;1994;2;525;171;132;0;0;0;0;0;8;2008;271000;271000
1110;1110;528390020;20;91;14303;8;5;1994;554;1314;0;672;1986;1987;0;0;1987;1;0;2;0;2;1;1994;2;691;262;36;0;0;0;0;0;8;2008;301500;301500
1111;1111;528427010;20;92;11932;8;5;2007;186;0;0;1580;1580;1580;0;0;1580;0;0;2;0;3;1;2008;3;830;0;24;0;0;0;0;0;6;2008;235128;235128
1112;1112;528427070;60;86;14598;6;5;2007;74;0;0;894;894;894;1039;0;1933;0;0;2;1;4;1;2007;3;668;100;18;0;0;0;0;0;1;2008;214000;214000
1113;1113;528429050;20;75;11957;8;5;2006;53;24;0;1550;1574;1574;0;0;1574;0;0;2;0;3;1;2006;3;824;144;104;0;0;0;0;0;7;2008;232000;232000
1114;1114;528429070;20;74;13253;7;5;2006;128;1096;0;482;1578;1578;0;0;1578;1;0;2;0;3;1;2006;3;642;0;26;0;0;0;0;0;5;2008;240000;240000
1115;1115;528429080;20;75;14587;9;5;2008;284;0;0;1498;1498;1506;0;0;1506;0;0;2;0;2;1;2008;2;592;0;174;0;0;0;0;0;8;2008;264132;264132
1116;1116;528431060;20;78;10206;8;5;2007;468;33;0;1530;1563;1563;0;0;1563;0;0;2;0;3;1;2007;3;758;144;99;0;0;0;0;0;10;2008;245000;245000
1117;1117;528431080;20;91;12274;7;5;2008;256;0;0;1417;1417;1428;0;0;1428;0;0;2;0;3;1;2008;2;554;0;60;0;0;0;0;0;7;2008;227680;227680
1118;1118;528431120;60;73;9801;8;5;2007;156;0;0;1341;1341;1341;520;0;1861;0;0;3;0;3;1;2007;3;851;144;60;0;0;0;0;0;7;2008;257000;257000
1119;1119;528435020;60;80;9428;8;5;2007;310;729;0;226;955;955;919;0;1874;1;0;2;1;3;1;2007;3;880;168;108;0;0;0;0;0;2;2008;297900;297900
1120;1120;528439010;20;87;10037;8;5;2006;NA;666;0;794;1460;1460;0;0;1460;0;0;2;0;3;1;2006;2;480;0;20;0;0;0;0;0;8;2008;247000;247000
1121;1121;528458030;20;72;8640;8;5;2007;0;24;0;1339;1363;1372;0;0;1372;0;0;2;0;3;1;2008;2;588;192;113;0;0;0;0;0;7;2008;212700;212700
1122;1122;528458050;20;72;8640;7;5;2007;0;0;0;1372;1372;1372;0;0;1372;0;0;2;0;3;1;2008;2;529;0;140;0;0;0;0;0;5;2008;250580;250580
1123;1123;528462040;20;95;11639;7;5;2007;NA;0;0;1428;1428;1428;0;0;1428;0;0;2;0;3;1;2007;2;480;0;120;0;0;0;0;0;12;2008;182000;182000
1124;1124;528477040;60;75;9803;7;5;2005;0;400;0;466;866;866;902;0;1768;0;0;2;1;3;1;2005;2;603;0;108;0;0;0;0;0;2;2008;226700;226700
1125;1125;528478030;60;75;9375;8;5;2003;768;0;0;1053;1053;1053;939;0;1992;0;0;2;1;3;1;2003;2;648;140;45;0;0;0;0;0;8;2008;250000;250000
1126;1126;528478040;60;85;10625;7;5;2005;0;0;0;1026;1026;1026;932;0;1958;0;0;2;1;3;1;2005;3;936;154;210;0;0;0;0;0;7;2008;250000;250000
1127;1127;528480060;60;85;10800;8;5;2007;100;789;0;245;1034;1050;1028;0;2078;1;0;2;1;3;1;2008;3;836;0;102;0;0;0;0;0;4;2008;339750;339750
1128;1128;528480160;60;65;8125;7;6;2007;NA;0;0;813;813;822;843;0;1665;0;0;2;1;3;1;2007;2;562;0;0;0;0;0;0;0;5;2008;205950;205950
1129;1129;528482020;20;85;10625;8;5;2007;292;0;0;1660;1660;1660;0;0;1660;0;0;2;0;3;1;2007;3;660;133;120;0;0;0;0;0;6;2008;256000;256000
1130;1130;528488140;20;62;7500;7;5;2007;210;902;0;316;1218;1218;0;0;1218;1;0;2;0;2;1;2008;2;462;168;168;0;0;0;0;0;4;2008;230348;230348
1131;1131;528490080;60;64;8791;6;5;2003;0;503;0;361;864;864;864;0;1728;0;0;2;1;3;1;2003;2;673;216;56;0;0;0;0;0;5;2008;207500;207500
1132;1132;531363060;20;63;7500;7;5;2004;120;680;0;400;1080;1080;0;0;1080;1;0;1;0;3;1;NA;0;0;0;0;0;0;0;0;0;4;2008;141000;141000
1133;1133;531371070;60;68;10110;6;5;2003;0;80;555;200;835;835;861;0;1696;1;0;2;1;3;1;2003;2;542;143;66;0;0;0;0;0;7;2008;188000;188000
1134;1134;531373060;60;67;12774;7;5;2003;95;0;0;835;835;835;828;0;1663;0;0;2;1;3;1;2003;2;478;168;68;0;0;0;0;0;7;2008;192500;192500
1135;1135;531375050;20;63;13072;6;5;2005;126;80;0;1095;1175;1175;0;0;1175;1;0;1;0;3;1;NA;0;0;0;90;0;0;0;0;0;6;2008;146000;146000
1136;1136;531375110;20;66;13695;5;5;2004;0;646;0;468;1114;1114;0;0;1114;1;0;1;1;3;1;2004;2;576;0;102;0;0;0;0;0;6;2008;159000;159000
1137;1137;531375120;20;66;13695;6;5;2003;0;814;0;300;1114;1114;0;0;1114;1;0;1;0;3;1;2004;2;576;0;78;0;0;0;0;0;7;2008;155000;155000
1138;1138;531376010;60;65;8366;6;5;2004;0;0;0;798;798;798;842;0;1640;0;0;2;1;3;1;2004;2;520;138;45;0;0;0;0;0;12;2008;173000;173000
1139;1139;531376070;20;81;9260;7;5;2007;0;0;0;1162;1162;1162;0;0;1162;0;0;2;0;3;1;2007;2;483;0;32;0;0;0;0;0;3;2008;170000;170000
1140;1140;531382090;60;65;8453;6;5;1995;38;362;0;392;754;754;855;0;1609;0;0;2;1;3;1;1995;2;525;0;70;0;0;0;0;0;4;2008;182000;182000
1141;1141;531382110;60;50;8480;6;5;1993;120;602;0;284;886;886;794;0;1680;0;1;2;1;3;1;1993;2;474;144;96;0;0;0;0;0;10;2008;163000;163000
1142;1142;531382120;20;65;8125;6;5;1994;258;1138;0;270;1408;1679;0;0;1679;1;0;2;0;3;1;1994;2;575;224;42;0;0;0;0;0;10;2008;193500;193500
1143;1143;531384030;60;43;14565;7;5;1994;145;537;0;295;832;832;825;0;1657;0;0;2;1;3;1;1994;2;483;144;74;0;0;0;0;2000;11;2008;189000;189000
1144;1144;531385060;60;65;8450;6;5;2001;0;472;0;355;827;827;850;0;1677;1;0;2;1;3;1;2001;2;627;0;68;0;0;0;0;0;9;2008;190500;190500
1145;1145;531450030;60;75;8285;7;5;1992;0;397;0;439;836;844;893;0;1737;0;1;2;1;3;1;1992;2;506;192;85;0;0;0;0;0;5;2008;175000;175000
1146;1146;531450090;20;NA;7153;6;5;1991;88;1200;0;78;1278;1294;0;0;1294;1;0;2;0;3;1;1991;2;496;112;51;0;0;0;0;0;6;2008;NA;179200
1147;1147;531450170;60;76;9291;6;5;1993;120;426;0;406;832;832;878;0;1710;0;0;2;1;3;1;1993;2;506;144;70;0;0;0;0;0;6;2008;187000;187000
1148;1148;531451020;120;50;8012;6;5;1993;0;165;841;598;1604;1617;0;0;1617;1;0;2;0;2;1;1993;2;533;0;69;0;0;0;0;0;7;2008;193000;193000
1149;1149;531452140;120;55;7892;6;5;1993;0;300;0;899;1199;1199;0;0;1199;0;0;2;0;2;1;1993;2;530;0;63;0;0;0;0;0;3;2008;153900;153900
1150;1150;532351050;20;70;9100;5;5;1963;0;53;799;132;984;984;0;0;984;1;0;1;0;3;1;1963;1;384;145;56;0;0;0;0;400;8;2008;128000;128000
1151;1151;532353050;20;NA;12968;5;6;1962;0;737;0;175;912;912;0;0;912;1;0;1;0;2;1;1962;1;352;140;0;0;0;176;0;0;9;2008;NA;144000
1152;1152;532354150;20;75;8100;5;8;1961;0;764;0;100;864;864;0;0;864;1;0;1;0;3;1;1962;1;420;132;0;0;0;0;0;0;7;2008;135000;135000
1153;1153;532376170;190;65;8450;5;5;1968;0;890;0;0;890;890;0;0;890;1;0;1;0;3;1;1970;1;308;0;0;0;0;0;0;0;4;2008;115000;115000
1154;1154;532377020;20;60;6360;5;5;1963;0;489;0;375;864;864;0;0;864;0;0;1;0;3;1;1963;1;276;0;0;0;0;0;0;650;1;2008;119916;119916
1155;1155;532378200;20;65;6768;6;8;1961;0;832;0;80;912;912;0;0;912;1;1;1;0;3;1;1962;1;288;168;0;0;0;0;0;0;5;2008;142000;142000
1156;1156;532477030;20;95;19508;6;5;1974;144;800;0;630;1430;1430;0;0;1430;0;1;2;0;3;1;1974;2;484;117;108;165;0;0;0;0;7;2008;192000;192000
1157;1157;532479020;50;70;10759;5;4;1972;0;190;811;0;1001;1001;640;0;1641;0;0;2;0;4;1;1972;2;490;0;0;92;0;0;0;0;7;2008;140000;140000
1158;1158;533125080;60;NA;9205;6;5;1990;304;704;0;226;930;1364;1319;0;2683;1;0;2;1;4;1;1990;2;473;237;251;0;0;196;0;0;6;2008;NA;290000
1159;1159;533125140;60;105;11025;9;5;1993;568;520;0;1328;1848;1827;959;0;2786;1;0;2;1;4;1;1993;2;636;294;49;0;0;0;0;0;6;2008;372500;372500
1160;1160;533206050;120;59;4282;7;5;2004;0;16;0;1375;1391;1391;0;0;1391;0;0;2;0;2;1;2004;2;530;156;158;0;0;0;0;0;7;2008;196000;196000
1161;1161;533208080;160;35;4017;7;5;2006;0;0;0;625;625;625;625;0;1250;0;0;2;1;2;1;2006;2;625;0;54;0;0;0;0;0;3;2008;171900;171900
1162;1162;533208140;120;37;3435;7;5;2004;0;24;0;1211;1235;1245;0;0;1245;0;0;2;0;1;1;2004;2;495;0;100;0;0;0;0;0;6;2008;178000;178000
1163;1163;533212050;160;30;3180;6;5;2005;0;390;0;210;600;600;600;0;1200;1;0;2;1;2;1;2005;2;480;0;166;0;0;0;0;0;5;2008;165000;165000
1164;1164;533212140;160;30;3180;7;5;2007;0;0;0;689;689;703;689;0;1392;0;0;2;0;2;1;2007;2;540;0;102;0;0;0;0;0;3;2008;146000;146000
1165;1165;533212150;160;34;3604;7;5;2007;0;0;0;689;689;703;689;0;1392;0;0;2;0;2;1;2007;2;540;0;102;0;0;0;0;0;2;2008;146000;146000
1166;1166;533213070;160;24;2280;7;5;1999;360;549;0;195;744;757;744;0;1501;0;0;2;1;3;1;1999;2;440;0;0;0;0;0;0;0;8;2008;179400;179400
1167;1167;533213120;160;24;2280;6;5;1999;216;550;0;194;744;757;792;0;1549;1;0;2;1;3;1;1999;2;440;0;32;0;0;0;0;0;4;2008;172900;172900
1168;1168;533215020;120;NA;4765;9;5;2000;260;1027;0;587;1614;1638;0;0;1638;1;0;2;0;2;1;2000;2;495;230;68;0;0;0;0;0;7;2008;NA;300000
1169;1169;533215030;120;NA;4538;9;5;2001;179;1004;0;306;1310;1310;0;0;1310;1;0;1;1;1;1;2001;2;545;277;45;0;0;0;0;0;7;2008;NA;285000
1170;1170;533215040;120;42;4385;9;5;2001;0;964;0;455;1419;1419;0;0;1419;1;0;1;1;2;1;2001;2;588;155;58;0;0;0;0;0;9;2008;290000;290000
1171;1171;533215070;120;35;4109;9;5;1999;260;1141;0;416;1557;1557;0;0;1557;1;0;2;0;2;1;1999;2;484;124;113;0;0;0;0;0;6;2008;305000;305000
1172;1172;533215080;120;50;5119;9;5;1999;60;1238;0;460;1698;1709;0;0;1709;1;0;2;0;2;1;1999;2;506;97;65;0;0;0;0;0;1;2008;328900;328900
1173;1173;533217050;160;24;2160;7;5;1999;212;510;0;90;600;624;628;0;1252;1;0;2;1;2;1;1999;2;462;0;48;0;0;0;0;0;3;2008;160000;160000
1174;1174;533217060;160;24;2160;7;5;1999;216;600;0;72;672;684;720;0;1404;1;0;2;1;3;1;1999;2;462;20;0;0;0;0;0;0;6;2008;170000;170000
1175;1175;533234020;60;79;10646;7;5;2001;513;681;0;177;858;872;917;0;1789;1;0;2;1;3;1;2001;2;546;0;0;0;0;0;0;0;6;2008;223000;223000
1176;1176;533236060;160;24;2645;8;5;1999;466;612;0;348;960;962;624;0;1586;1;0;2;1;3;1;1999;2;480;169;0;0;0;0;0;0;12;2008;170000;170000
1177;1177;533236070;160;24;2645;8;5;1999;456;813;0;147;960;962;645;0;1607;1;0;2;1;3;1;2000;2;480;169;0;0;0;0;0;0;12;2008;200000;200000
1178;1178;533236090;160;36;3951;10;5;1998;0;128;842;0;970;1469;924;0;2393;1;0;2;1;2;1;1998;2;846;0;90;0;0;94;0;0;2;2008;345000;345000
1179;1179;533250050;120;38;14963;8;5;1996;0;786;0;474;1260;1288;0;0;1288;1;0;1;1;1;1;1996;2;500;120;30;0;0;224;0;0;12;2008;245500;245500
1180;1180;533250110;120;22;11064;8;5;1995;0;560;670;0;1230;1239;0;0;1239;1;0;1;1;1;1;1995;2;477;172;24;0;0;0;0;0;8;2008;217500;217500
1181;1181;533250160;120;32;10846;8;5;1993;0;1619;0;100;1719;1719;0;0;1719;2;0;1;1;1;1;1993;2;473;122;30;0;0;0;0;0;5;2008;324000;324000
1182;1182;533251120;20;NA;11120;6;6;1984;0;660;0;572;1232;1232;0;0;1232;0;0;2;0;3;1;1984;2;516;0;0;0;0;0;0;0;6;2008;NA;162500
1183;1183;533350090;60;NA;24572;9;3;1977;1050;410;0;584;994;1599;1345;0;2944;0;0;2;2;3;1;1977;3;864;140;70;16;0;0;0;0;6;2008;NA;150000
1184;1184;533350120;20;103;16280;8;9;1976;0;1044;382;0;1426;1671;0;0;1671;1;0;3;0;3;1;1976;2;550;280;90;0;0;0;0;0;5;2008;290000;290000
1185;1185;534104100;60;NA;7500;7;5;2002;NA;0;0;952;952;952;860;0;1812;0;0;2;1;3;1;2002;2;469;144;112;0;0;0;0;0;4;2008;NA;205000
1186;1186;534126090;20;80;10400;7;6;1970;288;0;0;1304;1304;1682;0;0;1682;0;0;2;0;3;1;1970;2;530;98;0;0;0;0;0;0;5;2008;174000;174000
1187;1187;534127210;80;NA;11104;6;6;1969;0;828;0;599;1427;1427;0;0;1427;0;1;2;0;4;1;1969;2;516;0;0;0;0;216;0;0;5;2008;NA;183000
1188;1188;534127230;20;85;11050;6;5;1968;0;301;0;1439;1740;1740;0;0;1740;0;0;1;1;4;1;1968;2;512;25;0;0;0;192;0;0;10;2008;150000;150000
1189;1189;534128050;20;80;11040;6;7;1971;144;656;0;602;1258;1258;0;0;1258;0;1;2;0;3;1;1971;2;528;55;0;0;216;0;0;0;10;2008;145000;145000
1190;1190;534129060;20;NA;15387;7;7;1967;0;603;294;723;1620;1620;0;0;1620;0;0;2;0;4;1;1967;2;578;0;62;192;0;0;0;450;8;2008;NA;215000
1191;1191;534175140;90;75;9750;5;6;1965;0;0;0;1625;1625;1625;0;0;1625;0;0;2;0;4;2;1965;2;484;0;0;0;0;0;0;0;8;2008;140500;140500
1192;1192;534177180;60;90;10800;6;7;1974;0;956;182;384;1522;1548;1066;0;2614;0;0;2;1;4;1;1974;2;624;38;243;0;0;0;0;0;6;2008;240000;240000
1193;1193;534201240;60;73;8814;5;6;1968;0;732;0;0;732;732;732;0;1464;0;0;1;1;4;1;1968;2;470;0;40;0;0;0;0;0;6;2008;141000;141000
1194;1194;534202130;20;72;8872;5;8;1965;300;595;0;317;912;912;0;0;912;1;0;1;0;2;1;1992;2;576;0;240;0;0;0;0;0;12;2008;147000;147000
1195;1195;534204030;20;65;8125;5;7;1965;0;260;456;196;912;925;0;0;925;1;0;1;0;3;1;1978;2;576;233;0;0;0;0;0;0;7;2008;135000;135000
1196;1196;534225110;90;72;11072;5;5;1965;0;0;0;1728;1728;1728;0;0;1728;0;0;2;0;6;2;1987;2;576;0;0;0;0;0;0;0;11;2008;145000;145000
1197;1197;534225120;90;74;13101;5;5;1965;108;231;0;1497;1728;1728;0;0;1728;0;0;2;0;6;2;1987;2;576;0;0;0;0;0;0;0;11;2008;142600;142600
1198;1198;534250010;90;87;9246;5;5;1973;564;0;0;1656;1656;1656;0;0;1656;0;0;2;0;4;2;1973;2;506;0;211;0;0;0;0;0;11;2008;135000;135000
1199;1199;534250335;60;NA;13355;7;6;1971;0;583;0;242;825;845;825;0;1670;0;0;1;1;4;1;1971;2;464;0;0;0;0;0;0;0;5;2008;NA;170000
1200;1200;534250370;60;NA;8963;8;9;1976;289;575;80;487;1142;1175;1540;0;2715;0;1;3;1;4;1;1994;2;831;0;204;0;0;0;0;0;7;2008;NA;299800
1201;1201;534250410;60;76;9120;6;6;1974;270;442;0;459;901;943;933;0;1876;0;0;2;1;4;1;1974;2;540;0;69;0;0;0;0;0;7;2008;185000;185000
